circID,Beta,StdErr,Pval,BH_adjPval
circ10021,5.399244999244294e-4,0.0042547922651853445,0.8993280742560202,0.9827708852694653
circ10022,5.399244999244294e-4,0.0042547922651853445,0.8993280742560202,0.9827708852694653
circ10052,0.024148155152870502,0.017288962617707477,0.16621594564317854,0.7513038554751993
circ10149,7.388253561594914e-5,0.007725207181989703,0.992392237730098,1
circ10162,0.010538445456568133,0.007295955898573729,0.15238458710728803,0.7409525795125014
circ1026,0.014728323546303813,0.00762965474361028,0.056971652303122,0.6578079735136376
circ10321,0.011737523463006041,0.00646713867367628,0.07314413791220806,0.7045474145497497
circ10323,-0.016558267100312343,0.013392872186736644,0.21981605293304435,0.7716480053363823
circ10360,0.003324306891907691,0.005776445518989909,0.5665145749354703,0.909856741563028
circ10362,0.011589483319615587,0.009044237697921608,0.20361398730841104,0.7716480053363823
circ1045,0.009061110584814215,0.023084358133620222,0.6956790268034763,0.9366755687768398
circ1048,0.013814906640470383,0.021740658224417078,0.5268888915879424,0.8906877237700902
circ10504,0.039659743956808186,0.01694679425171583,0.021671453004438266,0.6202204212480197
circ10529,-0.012009462686497,0.013151267889255854,0.3637933607132824,0.8452411764392322
circ1057,0.02029417328178242,0.010906053370918798,0.0663109289450504,0.686528638116453
circ10646,-2.2775412255248302e-4,0.004360305271374666,0.9584681283093939,0.9960551137332917
circ10662,-0.0010973049050483565,0.004559161674053136,0.8103956536153407,0.9647003984984427
circ10674,0.0015797518045238977,0.0036804008109397523,0.6688653445749321,0.9366755687768398
circ10701,0.0029328477063628655,0.005843852766191927,0.6170885116946829,0.9286118080942806
circ10729,-0.006834906329841032,0.014676755933876604,0.6426528513117871,0.9366755687768398
circ10779,0.0022106585131404276,0.009313571011837204,0.8129633146400215,0.9647003984984427
circ10833,0.010044125379083073,0.006505821627725526,0.1264248574597577,0.7117141091694561
circ10848,0.008112751134875484,0.004366311122858407,0.06670985823207043,0.686528638116453
circ10921,-0.016288911477935982,0.010821870112988317,0.1360728369862829,0.7211860360272992
circ10931,0.0046806554278347795,0.006626667326693099,0.4819571401109102,0.8840822159864296
circ10934,0.010215190577124687,0.007030223000756048,0.14998324322290194,0.7409525795125014
circ11040,0.003572127114836902,0.005641395616452697,0.5283444506221265,0.8906877237700902
circ11043,0.0031952508073562077,0.003955346077170461,0.42149714150498807,0.870018248671684
circ11111,7.196264832366208e-4,0.0023364341114772294,0.7588523957112064,0.9547326019048328
circ1112,0.012111925773311402,0.020320756382555236,0.5527724314406333,0.9051679003536066
circ11125,0.004535950049709005,0.004998432502478958,0.3667831562668934,0.8452411764392322
circ11152,0.007744083739958984,0.00949516238474163,0.41707357519668553,0.8668588033499739
circ11178,0.001983501486753214,0.0015430451108113389,0.20221154577690426,0.7716480053363823
circ11207,-0.00355178018153271,0.007965325392933398,0.6568267460963497,0.9366755687768398
circ11225,0.0021345387717994274,0.005259744023828876,0.6859150650221503,0.9366755687768398
circ11233,-0.009393479561085277,0.009978298536567261,0.34923647617542386,0.8452411764392322
circ11254,0.009325977060766542,0.009428035384419066,0.32545246295553454,0.8452411764392322
circ1131,0.0021738278407650597,0.0019414856681729744,0.26608308647257456,0.824369180271871
circ11311,0.037976561285113626,0.03772882109608656,0.31706871308208256,0.844628293467569
circ11314,0.006633292870328446,0.004476136372565693,0.14214736753693652,0.7280916427449688
circ11323,-0.003327595295365557,0.010376095577242611,0.749245153740204,0.9491095653442142
circ11368,-3.05944972440293e-4,0.002085890289768172,0.8837453562101824,0.9824580042178235
circ11405,0.009010286605714159,0.008439330276987567,0.2887720498927263,0.8280663533800986
circ11454,-0.013893080316136284,0.011024241054253566,0.2111180104289471,0.7716480053363823
circ11489,0.003503407987820789,0.011467466605272208,0.7607438216649723,0.9547326019048328
circ11497,-0.010761045658987228,0.005633566147430828,0.05956554288006763,0.6691017388826965
circ11536,0.013190363272451646,0.021369404846747177,0.5387565165320927,0.8983591256270167
circ11543,0.018110953264654638,0.019419289109001515,0.3537176752120238,0.8452411764392322
circ11553,4.3971045033393264e-4,0.0033639819322184537,0.8963199868685199,0.9827708852694653
circ11555,0.0021997195051283096,0.001553350583569025,0.16048444592039454,0.7513038554751993
circ1162,0.022648787102667794,0.008952129906385511,0.013296505650688382,0.614730990819712
circ11624,-0.004717511538507868,0.01735532142265918,0.7864359410463153,0.9647003984984427
circ11656,-0.003905621245040997,0.0037399971923225326,0.2993857234770089,0.8384640860257122
circ11676,0.005507103322349849,0.00306694323111082,0.07619230808728877,0.7072466997003033
circ11723,-0.0030641544129507317,0.00299337456388352,0.30897700865008804,0.8428014471964042
circ11733,-0.001069310173937827,6.92450815183212e-4,0.12633463916907864,0.7117141091694561
circ11735,0.001071633789636933,0.0010446003882213402,0.30792911299001885,0.8428014471964042
circ11762,0.00337203050876387,0.006044666459733104,0.5784468971243586,0.9164234645363916
circ1177,0.01768047497268101,0.010961174521280943,0.11053849544152677,0.7072466997003033
circ11776,0.0018111629539161334,0.0013426276709254178,0.1810157850861967,0.7716480053363823
circ11794,1.5071851610673256e-4,0.001436334484095307,0.9166823457588081,0.990207210840241
circ11812,-0.10002578018237437,0.05139791227384589,0.055025874240515214,0.6578079735136376
circ11818,0.0027342773726661287,0.0034848197467549817,0.43490709971231567,0.8714584606711807
circ1182,0.008920320012003389,0.008914425521746826,0.3198990455198448,0.844628293467569
circ11850,4.851222579409204e-6,0.006750207347052213,0.999428302850186,1
circ11856,0.012953129783283428,0.00869632863983566,0.14014753785425527,0.7246653176854175
circ11857,0.0037365937195459457,0.009475915938988905,0.6943522246963345,0.9366755687768398
circ11895,0.006911325139919099,0.00728628093589001,0.3456085426476053,0.8452411764392322
circ11906,0.026593083863244976,0.015412057223614304,0.08816376439600787,0.7072466997003033
circ11918,0,Inf,1,1
circ11919,0,Inf,1,1
circ11938,0.00123785692827046,0.003388203116483053,0.7157846249024822,0.9425238539088585
circ11947,-0.004628428609054569,0.004774082637417683,0.335117145970823,0.8452411764392322
circ11965,0.004547791322031014,0.005950263365192953,0.4468554279778395,0.8734218653405886
circ12001,0.020309769744479872,0.01121543399303853,0.07377807831605869,0.7045474145497497
circ12036,0.03324224328053891,0.024772865582287872,0.18329404089531975,0.7716480053363823
circ1205,0.0029750896258599266,0.0023454377393571355,0.2081806034693659,0.7716480053363823
circ12095,-0.022298289911082996,0.014522714041042866,0.12848704740115643,0.7117141091694561
circ12096,0.005389880465820542,0.005203638089602006,0.3033081357328357,0.8394428821848717
circ12099,0.006283522106801872,0.013667442898617072,0.6469021301453455,0.9366755687768398
circ1211,0.039787847498711795,0.015835063183443368,0.013918437527993481,0.614730990819712
circ12111,-0.0017115198579706827,0.006332898022441614,0.7876322151513665,0.9647003984984427
circ12132,0.0058744322648548895,0.007069282136794271,0.4083690279356762,0.8602206496437207
circ12146,0.005962334000128593,0.007515059488837381,0.4298159296295936,0.870018248671684
circ12152,-0.004443412641303534,0.008135322141461827,0.5864021260786829,0.9164234645363916
circ12170,-0.004722668669689176,0.018511883919113917,0.7992649797855979,0.9647003984984427
circ12192,-0.007254654727387478,0.0187538089303913,0.699867408191807,0.9366755687768398
circ12194,-0.01095076660856076,0.01672794323661649,0.5145101501380516,0.8906877237700902
circ12207,0.05127315701365722,0.024290780207392317,0.03779814226400037,0.6363029290535749
circ12208,0.016243467128850775,0.017235666727222845,0.3487059059078138,0.8452411764392322
circ12265,0.008028538301716282,0.0072409350368103425,0.270731471856289,0.824369180271871
circ12284,-0.00754033376090518,0.007066506476089169,0.2890420290100344,0.8280663533800986
circ12297,0.011116563823076261,0.004991935357807899,0.02866173897934029,0.6363029290535749
circ1231,0.0048605655720342445,0.004658633091697882,0.2998175025986417,0.8384640860257122
circ12319,2.42626134645646e-4,0.006007426131911238,0.9678810277022475,0.9984377862131624
circ12339,0.002839927017780677,0.0018659941618570353,0.1318255534230491,0.7117141091694561
circ12348,0.003249224052281952,0.00176713355506293,0.06953628283139765,0.6953628283139766
circ12368,0.00682907155826076,0.01246967103752025,0.5853989060280471,0.9164234645363916
circ12370,0.0057308487432171625,0.018013307819003548,0.7511738480755555,0.9501721705967648
circ12371,0.0714852194446335,0.03485961908278183,0.04345511694364518,0.6363029290535749
circ12372,0.00889634048386606,0.035136748007304694,0.8007459809218492,0.9647003984984427
circ12508,3.8004169315083113e-4,0.042313474158431626,0.9928553883479758,1
circ12514,0.03645917398581112,0.028820591842052816,0.20939753661331556,0.7716480053363823
circ12572,0.02747024297639156,0.03771081323707737,0.46839168165523937,0.8840822159864296
circ12574,-0.014118463473148867,0.034875294986964074,0.6866460759798433,0.9366755687768398
circ12575,0.005841263411230945,0.012620507113092405,0.644690955529532,0.9366755687768398
circ12585,0.0036097799627310403,0.0038856008399766524,0.3555754948305051,0.8452411764392322
circ12604,0.004528668942422752,0.010042157180594927,0.6531902113981669,0.9366755687768398
circ12610,0.010134982542724156,0.01283943784809392,0.4321488095529954,0.870018248671684
circ12620,-9.669388653789527e-4,0.007010289038483462,0.8906287234415363,0.9824580042178235
circ1263,0.008195131188732366,0.0066323368287092175,0.2200810766440842,0.7716480053363823
circ12699,0,Inf,1,1
circ12706,0.023529057162956682,0.0178960484110994,0.1922109235657051,0.7716480053363823
circ12708,0.007240366660297075,0.005508767719363428,0.19235409054908756,0.7716480053363823
circ12709,0.004558971886490725,0.01441769298710894,0.7526394207028875,0.9508912824136599
circ12805,0.0017998010828575428,0.0017739855513573188,0.31326770773149365,0.8428014471964042
circ12815,0.0034531498876057007,0.0020155385826641204,0.0903969979169357,0.7072466997003033
circ12826,0.006032133123357408,0.003493704603573147,0.0879648877053331,0.7072466997003033
circ12827,0.0309465245086181,0.014372534275842322,0.03420711745928168,0.6363029290535749
circ12861,0.05358185918291996,0.027778018147127624,0.057157372407561705,0.6578079735136376
circ1288,0.029960408274896124,0.015063811477516289,0.050006776159882325,0.6464290576765277
circ12895,0.008139574863449914,0.0051088780237633245,0.1149118551213407,0.7072466997003033
circ12921,4.1706676150797084e-4,0.005942246476519741,0.944213879951673,0.9924127811991401
circ12932,0.004791366627432194,0.00327467932106922,0.1472014406877838,0.7409525795125014
circ12987,0.025669851377548326,0.012593463651888244,0.0446989515639092,0.6363029290535749
circ12998,0.02334101405478096,0.016146039774726378,0.15204959694223166,0.7409525795125014
circ13002,-0.0016992847766713023,0.021972499555570353,0.9385416733879202,0.9924127811991401
circ13010,0.003619457499273809,0.004226054823430093,0.3942079775277231,0.8556040464547053
circ13018,0.15323615231103951,0.1169688960151164,0.19379007499556694,0.7716480053363823
circ13024,-0.0020811145339720612,0.0028818784964154036,0.47223920167760247,0.8840822159864296
circ13085,-0.006064240736641288,0.013195894466593791,0.6470370275144147,0.9366755687768398
circ13099,0,Inf,1,1
circ13131,0.0026764966376447985,0.003338772370049797,0.42504979818922384,0.870018248671684
circ13154,-4.012546361498008e-4,0.0010360801829804628,0.6995391542550519,0.9366755687768398
circ13162,9.183540902725441e-4,0.001215680421903729,0.4521331079690629,0.8734218653405886
circ13184,0.0030398236002198995,0.0036145736830831272,0.4027693863907422,0.8602206496437207
circ13198,0.0029553005450999948,0.003306774300414727,0.374060667247352,0.8452411764392322
circ13202,0.008322915310519062,0.0033077151394674464,0.013788319336349752,0.614730990819712
circ13241,-0.01275473911878144,0.011687799732868818,0.27830459032133886,0.8263385594975328
circ13278,0.0026539079376191404,0.007527295874564358,0.725303647797358,0.9444986076968053
circ13281,4.1578912272028257e-4,0.005858234681266674,0.9435882659196627,0.9924127811991401
circ13283,0.02826453986272221,0.014063683489654723,0.04770595888819157,0.6464290576765277
circ13288,0.0384441051718629,0.02253810499927086,0.09179661190577168,0.7072466997003033
circ13289,0.008949404936986071,0.02312894144816803,0.6997943880214321,0.9366755687768398
circ13308,-7.526555941534078e-4,0.0017069067888842017,0.660397736716013,0.9366755687768398
circ13342,-0.007458245827012165,0.01404328131261399,0.5967747994824737,0.9209947530095062
circ13345,0.0023843456965583934,0.007413055069894702,0.7485329674700318,0.9491095653442142
circ13367,4.021007114740005e-4,0.00891251470546385,0.9641228883576949,0.9984377862131624
circ13378,0.00459005551139039,0.007205134932578164,0.5258433573076481,0.8906877237700902
circ13446,0.002868844076769433,0.004776836071017302,0.5497601395968288,0.9051679003536066
circ13474,0.00310785020170703,0.0011711613959893338,0.00954071875315728,0.570596263638896
circ13507,0.0030053131048687343,0.003898150441610313,0.4429205756569369,0.8734218653405886
circ13511,0.025429622913516987,0.015995003839051208,0.11567115026692404,0.7072466997003033
circ13522,-0.009366466817228759,0.007420951923393387,0.21042447144307128,0.7716480053363823
circ13566,-0.005624979837392416,0.027814945236315065,0.8402328144278963,0.9693803723731477
circ13579,0.00273910840697089,0.006243569126753702,0.662012451928577,0.9366755687768398
circ13584,0.007193084082585895,0.009018545584686245,0.4273855344730424,0.870018248671684
circ13670,-9.648431759831377e-4,0.0020611343786464393,0.6409309380169795,0.9366755687768398
circ13679,1.3247532810739987e-4,0.0037615078091516583,0.971989932224401,0.9993752419005805
circ13696,-0.005381713192590443,0.013295004194214107,0.6866716533041872,0.9366755687768398
circ13699,0.0028011761323829755,0.003994981669222429,0.48515586454333137,0.8840822159864296
circ13706,0.00504709601033607,0.008190427274082012,0.5394364513311927,0.8983591256270167
circ13720,0.0024041745561769337,0.025517984368894315,0.9251655144992504,0.9915828567939389
circ13769,0.002452149082950688,0.010893084149344489,0.8224465248721109,0.9647003984984427
circ13772,0.01751978272819344,0.008595973605935767,0.04472031967739091,0.6363029290535749
circ13923,-0.00944413227795951,0.02432678410844383,0.6988475589374232,0.9366755687768398
circ13941,0.05358055733238015,0.027633566122007243,0.05590354544553685,0.6578079735136376
circ1401,0.006627093269424034,0.007971132950182513,0.4081406831656704,0.8602206496437207
circ14049,-0.0022252280930477627,0.007710010425586797,0.7735952477045203,0.9641191954681365
circ14057,-0.011857523661829088,0.006828684575148425,0.08619841268658163,0.7072466997003033
circ1407,0.030321688683093637,0.07453556854828791,0.6851959272285769,0.9366755687768398
circ14091,-0.03754152582037621,0.018100737826005027,0.04117568717835624,0.6363029290535749
circ14130,0.0018493083023460898,0.002429326228840913,0.44866922477763593,0.8734218653405886
circ14137,6.906654941590665e-4,9.924040550164648e-4,0.48840317787340903,0.8840822159864296
circ14154,-0.0026657734219618897,0.008110179240285172,0.7432142965430057,0.9484266428784958
circ14177,-0.00468954658994401,0.004911369709907567,0.34243397621476723,0.8452411764392322
circ14179,0.02783630233611669,0.02906790568651837,0.3410304498681096,0.8452411764392322
circ14192,0.0022121024466470888,0.00158348111270756,0.16614138960481264,0.7513038554751993
circ14194,0.0050027454854274294,0.0031642484040669914,0.11767657543298025,0.7072466997003033
circ14197,0.011416064711766507,0.022035379363437396,0.6057815243504809,0.9225982985797554
circ142,-0.007051720787596851,0.013108438939355656,0.5920492736910146,0.9201938857954185
circ14245,9.456499486678741e-4,0.004740691076195506,0.8423789791688592,0.9693803723731477
circ14264,9.399493378542434e-4,0.0033535695111661587,0.7799576029546027,0.9647003984984427
circ14287,0.049778299356409365,0.02396182495599363,0.04085594800731124,0.6363029290535749
circ14372,0.004000857177855286,0.009674446323166268,0.6802710455772796,0.9366755687768398
circ14439,0.0036120538477675927,0.018001685861659667,0.8414624439202176,0.9693803723731477
circ14451,-0.014522830436016737,0.009160380720589629,0.11667924699909553,0.7072466997003033
circ14460,0.0012614192039026159,0.0035359305373395674,0.7221894026015138,0.9441004207182453
circ14462,2.6279469350765295e-4,0.0012742901276461553,0.8371176108175086,0.9693803723731477
circ14472,0.0014286357021779821,0.004233647796045158,0.7366311614963192,0.9484266428784958
circ14478,-0.0030745979969437607,0.0018625278287019527,0.10256548837836482,0.7072466997003033
circ14513,0.019497034713037802,0.011173294155613453,0.08469177860739771,0.7072466997003033
circ14530,-5.378200482355658e-4,0.009114978465922442,0.9530907653403063,0.9924127811991401
circ14540,0.0021831056818342595,0.005605294876671288,0.6979245115137047,0.9366755687768398
circ14542,0.006002261279169648,0.010484591390851176,0.5685416054872674,0.9105479071813306
circ14544,-0.0064592610735045575,0.003936439973143469,0.10460484052669883,0.7072466997003033
circ14613,0.00867214468185919,0.010932868542070092,0.42991272956612725,0.870018248671684
circ14627,-0.002371918672290225,0.0025812857436911486,0.3608156252229381,0.8452411764392322
circ14670,0.003645649625526864,0.0034676100638709874,0.2961521775878807,0.8371234886484095
circ1470,0.006167130923529654,0.08595904718068746,0.9429774513352299,0.9924127811991401
circ14747,0.03174621030086595,0.014392455232051843,0.030165660548548898,0.6363029290535749
circ14776,0.008420772917928587,0.009096597994255433,0.35728271488554453,0.8452411764392322
circ14829,-0.0010740972000201604,0.03711653346632613,0.9769831010435611,1
circ14882,0.008315653387360948,0.009323330724961438,0.3750149781084303,0.8452411764392322
circ149,-7.374395127990815e-5,0.004108148384627477,0.985721300449102,1
circ14901,0.0032497239242863262,0.0022181079005455986,0.1466747029007614,0.7409525795125014
circ14930,-0.004950565802699271,0.004394076257612345,0.2631392649051691,0.824369180271871
circ14945,0.02415684541213036,0.011258080641217118,0.034815187247808764,0.6363029290535749
circ15003,0.012419546374525591,0.040511661535099414,0.759940573074738,0.9547326019048328
circ15004,-0.014521929059709166,0.027655856900858804,0.6009175977247396,0.921784713515297
circ15013,-5.256270920334343e-4,0.004105288922089836,0.8984297543837014,0.9827708852694653
circ15015,0.01244914439401635,0.012736354217045828,0.33118699859734324,0.8452411764392322
circ15016,-0.0018363284790566974,0.009842358458355745,0.8524499060065093,0.9693803723731477
circ15044,0.002055478606871717,0.004877749263339628,0.6745530830925333,0.9366755687768398
circ15109,0.008631853531379024,0.007191225074537321,0.2334253868590558,0.7955977815774893
circ15110,0.007510634688247575,0.005190267954775108,0.1516461946831693,0.7409525795125014
circ15118,0.019026992672525528,0.01197872881105971,0.11599862110976951,0.7072466997003033
circ15120,-0.0011107608915769556,0.005220486721203104,0.8320283773863257,0.9671201656587264
circ15148,-2.4204363300166516e-4,0.0024468506862252992,0.9214399310390946,0.990207210840241
circ15189,0.006242395640696008,0.01614557453281601,0.7000181225665248,0.9366755687768398
circ15203,-0.001099090355834322,8.278495192437969e-4,0.18793535281378207,0.7716480053363823
circ15228,0.001873522638305998,0.01855830234962128,0.91983096826514,0.990207210840241
circ15231,4.986232469999189e-4,0.001543027923108186,0.7473974225715172,0.9491095653442142
circ15236,0.0029661439785431377,0.011633082467727773,0.7993732149504887,0.9647003984984427
circ15317,-0.006492259111076314,0.00588932802236405,0.2734841213081019,0.824369180271871
circ15397,-0.0011281637399271067,9.667585256078355e-4,0.2465703232835445,0.8041985928632528
circ15404,0.002926093438031983,0.002904810092513353,0.3167053778051081,0.844628293467569
circ15406,0.003434667622947338,0.0029060386896443426,0.2406177200360836,0.8041985928632528
circ15409,0.013813371407040155,0.006036624557699361,0.02466479724381787,0.6202204212480197
circ15448,0.01161044410267326,0.005284192902853743,0.03079298100509973,0.6363029290535749
circ15530,0.002311562283190429,0.004946173985218258,0.6414787779140776,0.9366755687768398
circ15532,-7.385242694822361e-5,0.002653693663530553,0.9778645055129829,1
circ15548,-0.01487784435855618,0.014658604452366367,0.3130761777390131,0.8428014471964042
circ15592,0.0051244347845439365,0.003124460357235652,0.10476866085276487,0.7072466997003033
circ15595,-5.732763496711116e-4,0.002344115244538602,0.8074008742946481,0.9647003984984427
circ15598,-0.0037443639140335057,0.006224943943005519,0.5491400122630946,0.9051679003536066
circ1561,0.03823309827904746,0.03481545812198119,0.27530819793985123,0.824369180271871
circ15651,0.0019537525453214044,0.0027169207041707567,0.4740957139983468,0.8840822159864296
circ15748,0.021170917210496822,0.02497409968129043,0.39903470334701774,0.8579650822471374
circ15773,0.0234594236504267,0.015406936971056214,0.1316465074322717,0.7117141091694561
circ15886,0.0017274941504657588,8.672855747889587e-4,0.04967672535905974,0.6464290576765277
circ15896,-4.85649256646438e-4,8.394369536868164e-4,0.5644650830423203,0.9095684976701147
circ15905,-0.0026759583634742763,0.001597999134362136,0.09778324586653749,0.7072466997003033
circ15950,-7.309725593427401e-5,0.011151483140955555,0.9947856849063684,1
circ15959,0.02509160981551558,0.022422142124419446,0.26634483492665595,0.824369180271871
circ15965,0.001843942658547446,9.128242826169037e-4,0.04660471618787024,0.6415714176512006
circ15966,0.00517069044227222,0.004675151315959909,0.2719244591193421,0.824369180271871
circ15972,0.008269476984034343,0.005211703774113496,0.11638033325112722,0.7072466997003033
circ16011,0.05063772825242094,0.028218234387964777,0.07637366296320765,0.7072466997003033
circ16016,0.023746310525600944,0.018386718343858893,0.20011797402358697,0.7716480053363823
circ16040,0.017565580094011164,0.01483050760669562,0.23962667941211627,0.8041985928632528
circ16113,-4.747235777089422e-4,0.002473729651412851,0.848284558145324,0.9693803723731477
circ16135,4.333907843100671e-4,0.0037865169884567403,0.909152499940755,0.9873992314930331
circ1626,-3.649565379706661e-4,0.005774860105610132,0.9497612103524293,0.9924127811991401
circ16275,0.001383005809074699,0.0023592596004058763,0.559329722108356,0.9093397322620511
circ16286,-0.00462889103274278,0.0034544986965391795,0.18391522115494846,0.7716480053363823
circ16315,-0.021645371013023242,0.0217911234941197,0.32344527715536686,0.844628293467569
circ16317,-0.0037567993792970047,0.005554270156381324,0.5006797030444696,0.8840822159864296
circ16340,0.008355831372360793,0.010836659643469642,0.4428545376251548,0.8734218653405886
circ1640,2.4977908816516267e-4,0.006703596103707411,0.9703668021299084,0.9993752419005805
circ16407,4.41940567105542e-4,0.006619069535430504,0.9469271460661725,0.9924127811991401
circ16415,-2.731086431313855e-4,0.00396252852355097,0.9452168307416033,0.9924127811991401
circ16441,0.0050318296439534945,0.01938665183469653,0.79585265378476,0.9647003984984427
circ16443,0.005694843942902215,0.006885006533308533,0.4105311030919262,0.8602206496437207
circ16488,-0.016183094878207096,0.023851090934869708,0.49933871850016465,0.8840822159864296
circ16509,0.017432818123933106,0.01689277690053636,0.3050844495068889,0.8421601991596412
